监测子站名称,城市,时间,季节,SO2,NO2,O3,CO_mg/m3,CO_μg/m3,PM10,PM2.5,SO2_标准化,NO2_标准化,O3_标准化,CO_μg/m3_标准化,PM10_标准化,PM2.5_标准化,SO2_环比变化率(%),NO2_环比变化率(%),O3_环比变化率(%),CO_μg/m3_环比变化率(%),PM10_环比变化率(%),PM2.5_环比变化率(%),综合污染指数
南城元岭 (东莞),东莞,2021-01,冬季,9,20,59,0.7,700.0,41,26,0.6153846153846154,0.2884615384615385,0.35820895522388063,0.5714285714285714,0.4576271186440678,0.6333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.924444132476007
南城元岭 (东莞),东莞,2021-02,冬季,9,35,70,0.6,600.0,51,27,0.6153846153846154,0.576923076923077,0.5223880597014925,0.42857142857142855,0.6271186440677966,0.6666666666666667,0.0,75.0,18.644067796610166,-14.28571428571429,24.390243902439025,3.8461538461538547,3.437052491315077
南城元岭 (东莞),东莞,2021-03,春季,9,35,72,0.7,700.0,57,27,0.6153846153846154,0.576923076923077,0.5522388059701493,0.5714285714285714,0.7288135593220338,0.6666666666666667,0.0,0.0,2.857142857142847,16.666666666666675,11.764705882352944,0.0,3.7114552956951137
南城元岭 (东莞),东莞,2021-04,春季,9,30,71,0.7,700.0,41,21,0.6153846153846154,0.48076923076923084,0.5373134328358209,0.5714285714285714,0.4576271186440678,0.4666666666666666,0.0,-14.28571428571429,-1.388888888888884,0.0,-28.07017543859649,-22.22222222222222,3.1291896357289732
南城元岭 (东莞),东莞,2021-05,春季,9,23,75,0.6,600.0,36,19,0.6153846153846154,0.3461538461538462,0.5970149253731343,0.42857142857142855,0.3728813559322034,0.39999999999999997,0.0,-23.33333333333333,5.633802816901401,-14.28571428571429,-12.195121951219512,-9.523809523809524,2.760006171415228
南城元岭 (东莞),东莞,2021-06,夏季,8,18,61,0.6,600.0,23,13,0.5384615384615385,0.25,0.3880597014925373,0.42857142857142855,0.15254237288135594,0.2,-11.111111111111116,-21.739130434782606,-18.666666666666664,0.0,-36.111111111111114,-31.57894736842105,1.9576350414068604
南城元岭 (东莞),东莞,2021-07,夏季,7,15,57,0.6,600.0,21,11,0.4615384615384616,0.19230769230769235,0.32835820895522394,0.42857142857142855,0.11864406779661016,0.1333333333333333,-12.5,-16.666666666666664,-6.5573770491803245,0.0,-8.695652173913048,-15.384615384615385,1.6627531925027499
南城元岭 (东莞),东莞,2021-08,夏季,7,18,56,0.7,700.0,26,14,0.4615384615384616,0.25,0.31343283582089554,0.5714285714285714,0.20338983050847456,0.23333333333333334,0.0,19.999999999999996,-1.7543859649122862,16.666666666666675,23.809523809523814,27.27272727272727,2.0331230326297365
南城元岭 (东莞),东莞,2021-09,秋季,8,20,50,0.6,600.0,27,15,0.5384615384615385,0.2884615384615385,0.22388059701492535,0.42857142857142855,0.22033898305084745,0.26666666666666666,14.28571428571428,11.111111111111116,-10.71428571428571,-14.28571428571429,3.8461538461538547,7.14285714285714,1.9663807522269452
南城元岭 (东莞),东莞,2021-10,秋季,8,17,73,0.8,800.0,34,21,0.5384615384615385,0.23076923076923078,0.5671641791044777,0.7142857142857142,0.3389830508474576,0.4666666666666666,0.0,-15.000000000000002,46.0,33.33333333333333,25.92592592592593,39.99999999999999,2.856330380135086
南城元岭 (东莞),东莞,2021-11,秋季,5,34,69,0.8,800.0,58,28,0.3076923076923077,0.5576923076923077,0.5074626865671643,0.7142857142857142,0.7457627118644068,0.7,-37.5,100.0,-5.47945205479452,0.0,70.58823529411764,33.33333333333333,3.5328957281019004
南城元岭 (东莞),东莞,2021-12,冬季,8,35,49,0.9,900.0,54,30,0.5384615384615385,0.576923076923077,0.20895522388059706,0.8571428571428572,0.6779661016949152,0.7666666666666666,60.00000000000001,2.941176470588225,-28.985507246376805,12.5,-6.896551724137934,7.14285714285714,3.6261154647696516
紫马岭 (中山),中山,2021-01,冬季,4,21,48,0.6,600.0,42,29,0.23076923076923078,0.3076923076923077,0.19402985074626866,0.42857142857142855,0.47457627118644063,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2.36897242229901
紫马岭 (中山),中山,2021-02,冬季,6,22,69,0.5,500.0,41,24,0.38461538461538464,0.326923076923077,0.5074626865671643,0.28571428571428575,0.4576271186440678,0.5666666666666667,50.0,4.761904761904767,43.75,-16.666666666666664,-2.3809523809523836,-17.24137931034483,2.5290092191306464
紫马岭 (中山),中山,2021-03,春季,6,21,72,0.5,500.0,43,25,0.38461538461538464,0.3076923076923077,0.5522388059701493,0.28571428571428575,0.49152542372881347,0.6000000000000001,0.0,-4.545454545454541,4.347826086956519,0.0,4.878048780487809,4.166666666666674,2.621786207720941
紫马岭 (中山),中山,2021-04,春季,6,17,70,0.5,500.0,35,20,0.38461538461538464,0.23076923076923078,0.5223880597014925,0.28571428571428575,0.35593220338983045,0.4333333333333333,0.0,-19.047619047619047,-2.777777777777779,0.0,-18.6046511627907,-19.999999999999996,2.2127524975235575
紫马岭 (中山),中山,2021-05,春季,5,13,72,0.4,400.0,33,20,0.3076923076923077,0.15384615384615385,0.5522388059701493,0.14285714285714285,0.32203389830508466,0.4333333333333333,-16.666666666666664,-23.529411764705888,2.857142857142847,-19.999999999999996,-5.714285714285716,0.0,1.9120016420041719
紫马岭 (中山),中山,2021-06,夏季,4,5,58,0.3,300.0,18,10,0.23076923076923078,0.0,0.34328358208955223,0.0,0.06779661016949154,0.09999999999999998,-19.999999999999996,-61.53846153846154,-19.444444444444443,-25.0,-45.45454545454546,-50.0,0.7418494230282745
紫马岭 (中山),中山,2021-07,夏季,6,7,54,0.3,300.0,18,10,0.38461538461538464,0.03846153846153848,0.28358208955223885,0.0,0.06779661016949154,0.09999999999999998,50.0,39.99999999999999,-6.896551724137934,0.0,0.0,0.0,0.8744556227986535
紫马岭 (中山),中山,2021-08,夏季,4,9,49,0.3,300.0,19,12,0.23076923076923078,0.07692307692307691,0.20895522388059706,0.0,0.08474576271186438,0.16666666666666669,-33.333333333333336,28.57142857142858,-9.259259259259256,0.0,5.555555555555558,19.999999999999996,0.7680599609514358
紫马岭 (中山),中山,2021-09,秋季,5,13,54,0.4,400.0,19,15,0.3076923076923077,0.15384615384615385,0.28358208955223885,0.14285714285714285,0.08474576271186438,0.26666666666666666,25.0,44.44444444444444,10.20408163265305,33.33333333333333,0.0,25.0,1.2393901233263742
紫马岭 (中山),中山,2021-10,秋季,4,22,72,0.5,500.0,34,23,0.23076923076923078,0.326923076923077,0.5522388059701493,0.28571428571428575,0.3389830508474576,0.5333333333333332,-19.999999999999996,69.23076923076923,33.33333333333333,25.0,78.94736842105263,53.33333333333334,2.2679617835575336
紫马岭 (中山),中山,2021-11,秋季,5,32,69,0.6,600.0,47,27,0.3076923076923077,0.5192307692307693,0.5074626865671643,0.42857142857142855,0.559322033898305,0.6666666666666667,25.0,45.45454545454546,-4.1666666666666625,19.999999999999996,38.23529411764706,17.391304347826097,2.988945892626642
紫马岭 (中山),中山,2021-12,冬季,6,45,44,0.6,600.0,49,32,0.38461538461538464,0.7692307692307693,0.13432835820895528,0.42857142857142855,0.5932203389830508,0.8333333333333333,19.999999999999996,40.625,-36.23188405797102,0.0,4.255319148936176,18.518518518518512,3.143299612942922
惠景城 (佛山),佛山,2021-01,冬季,5,29,45,0.8,800.0,50,29,0.3076923076923077,0.46153846153846156,0.14925373134328357,0.7142857142857142,0.6101694915254237,0.7333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2.9762730397185244
金桔咀 (佛山),佛山,2021-01,冬季,4,24,43,0.5,500.0,45,27,0.23076923076923078,0.3653846153846154,0.11940298507462688,0.28571428571428575,0.5254237288135593,0.6666666666666667,-19.999999999999996,-17.24137931034483,-4.444444444444439,-37.5,-9.999999999999998,-6.896551724137934,2.193361512422985
惠景城 (佛山),佛山,2021-02,冬季,7,45,49,0.9,900.0,63,36,0.4615384615384616,0.7692307692307693,0.20895522388059706,0.8571428571428572,0.8305084745762712,0.9666666666666666,75.0,87.5,13.953488372093027,80.0,39.99999999999999,33.33333333333333,4.094042453035623
金桔咀 (佛山),佛山,2021-02,冬季,5,31,55,0.6,600.0,49,26,0.3076923076923077,0.5,0.29850746268656725,0.42857142857142855,0.5932203389830508,0.6333333333333333,-28.57142857142857,-31.11111111111111,12.244897959183664,-33.333333333333336,-22.22222222222222,-27.77777777777778,2.761324871266688
惠景城 (佛山),佛山,2021-03,春季,4,39,59,0.7,700.0,63,31,0.23076923076923078,0.6538461538461539,0.35820895522388063,0.5714285714285714,0.8305084745762712,0.7999999999999998,-19.999999999999996,25.806451612903224,7.272727272727275,16.666666666666675,28.57142857142858,19.23076923076923,3.4447613858441075
金桔咀 (佛山),佛山,2021-03,春季,4,28,66,0.6,600.0,53,25,0.23076923076923078,0.4423076923076924,0.4626865671641791,0.42857142857142855,0.6610169491525424,0.6000000000000001,0.0,-28.205128205128204,11.864406779661007,-14.28571428571429,-15.873015873015872,-19.354838709677423,2.825351867965073
惠景城 (佛山),佛山,2021-04,春季,4,32,57,0.7,700.0,48,23,0.23076923076923078,0.5192307692307693,0.32835820895522394,0.5714285714285714,0.576271186440678,0.5333333333333332,0.0,14.28571428571428,-13.636363636363635,16.666666666666675,-9.433962264150942,-7.9999999999999964,2.7593913001578065
金桔咀 (佛山),佛山,2021-04,春季,3,27,54,0.6,600.0,40,19,0.15384615384615385,0.42307692307692313,0.28358208955223885,0.42857142857142855,0.44067796610169485,0.39999999999999997,-25.0,-15.625,-5.263157894736848,-14.28571428571429,-16.666666666666664,-17.391304347826086,2.1297545611484394
惠景城 (佛山),佛山,2021-05,春季,5,28,67,0.6,600.0,41,15,0.3076923076923077,0.4423076923076924,0.4776119402985075,0.42857142857142855,0.4576271186440678,0.26666666666666666,66.66666666666667,3.703703703703698,24.07407407407407,0.0,2.499999999999991,-21.052631578947366,2.3804771541806704
金桔咀 (佛山),佛山,2021-05,春季,4,18,61,0.6,600.0,35,17,0.23076923076923078,0.25,0.3880597014925373,0.42857142857142855,0.35593220338983045,0.3333333333333333,-19.999999999999996,-35.71428571428571,-8.955223880597018,0.0,-14.634146341463417,13.33333333333333,1.9866658975563605
惠景城 (佛山),佛山,2021-06,夏季,5,23,64,0.7,700.0,27,14,0.3076923076923077,0.3461538461538462,0.4328358208955224,0.5714285714285714,0.22033898305084745,0.23333333333333334,25.0,27.777777777777768,4.918032786885251,16.666666666666675,-22.857142857142854,-17.647058823529417,2.1117828625544286
金桔咀 (佛山),佛山,2021-06,夏季,3,15,53,0.5,500.0,23,11,0.15384615384615385,0.19230769230769235,0.26865671641791045,0.28571428571428575,0.15254237288135594,0.1333333333333333,-40.0,-34.78260869565217,-17.1875,-28.57142857142857,-14.814814814814813,-21.42857142857143,1.1864005545007317
惠景城 (佛山),佛山,2021-07,夏季,6,17,60,0.6,600.0,23,10,0.38461538461538464,0.23076923076923078,0.37313432835820903,0.42857142857142855,0.15254237288135594,0.09999999999999998,100.0,13.33333333333333,13.207547169811317,19.999999999999996,0.0,-9.090909090909093,1.6696327451956088
金桔咀 (佛山),佛山,2021-07,夏季,4,12,50,0.5,500.0,23,10,0.23076923076923078,0.13461538461538464,0.22388059701492535,0.28571428571428575,0.15254237288135594,0.09999999999999998,-33.333333333333336,-29.411764705882348,-16.666666666666664,-16.666666666666664,0.0,0.0,1.1275218709951824
惠景城 (佛山),佛山,2021-08,夏季,6,16,56,0.7,700.0,28,14,0.38461538461538464,0.21153846153846156,0.31343283582089554,0.5714285714285714,0.23728813559322035,0.23333333333333334,50.0,33.33333333333333,12.00000000000001,39.99999999999999,21.739130434782616,39.99999999999999,1.951636722329867
金桔咀 (佛山),佛山,2021-08,夏季,3,19,50,0.5,500.0,25,12,0.15384615384615385,0.2692307692307693,0.22388059701492535,0.28571428571428575,0.18644067796610167,0.16666666666666669,-50.0,18.75,-10.71428571428571,-28.57142857142857,-10.71428571428571,-14.28571428571429,1.2857791504389027
惠景城 (佛山),佛山,2021-09,秋季,6,24,51,0.6,600.0,28,13,0.38461538461538464,0.3653846153846154,0.23880597014925375,0.42857142857142855,0.23728813559322035,0.2,100.0,26.315789473684205,2.0000000000000018,19.999999999999996,12.00000000000001,8.333333333333325,1.8546655343139027
金桔咀 (佛山),佛山,2021-09,秋季,4,19,50,0.5,500.0,24,12,0.23076923076923078,0.2692307692307693,0.22388059701492535,0.28571428571428575,0.16949152542372883,0.16666666666666669,-33.333333333333336,-20.833333333333336,-1.9607843137254943,-16.666666666666664,-14.28571428571429,-7.692307692307687,1.3457530748196067
惠景城 (佛山),佛山,2021-10,秋季,7,29,62,0.8,800.0,43,18,0.4615384615384616,0.46153846153846156,0.4029850746268657,0.7142857142857142,0.49152542372881347,0.36666666666666664,75.0,52.63157894736843,24.0,60.00000000000001,79.16666666666667,50.0,2.8985398023849833
金桔咀 (佛山),佛山,2021-10,秋季,4,25,61,0.6,600.0,36,19,0.23076923076923078,0.38461538461538464,0.3880597014925373,0.42857142857142855,0.3728813559322034,0.39999999999999997,-42.85714285714286,-13.793103448275868,-1.6129032258064502,-25.0,-16.279069767441857,5.555555555555558,2.2048971013807845
惠景城 (佛山),佛山,2021-11,秋季,9,47,57,0.9,900.0,71,29,0.6153846153846154,0.8076923076923077,0.32835820895522394,0.8571428571428572,0.9661016949152541,0.7333333333333334,125.0,87.99999999999999,-6.5573770491803245,50.0,97.22222222222223,52.63157894736843,4.308013017423592
金桔咀 (佛山),佛山,2021-11,秋季,3,40,61,0.7,700.0,60,26,0.15384615384615385,0.6730769230769231,0.3880597014925373,0.5714285714285714,0.7796610169491525,0.6333333333333333,-66.66666666666667,-14.893617021276595,7.017543859649122,-22.22222222222222,-15.492957746478876,-10.344827586206895,3.1994057001266714
惠景城 (佛山),佛山,2021-12,冬季,12,57,36,0.9,900.0,73,29,0.8461538461538463,1.0,0.014925373134328401,0.8571428571428572,1.0,0.7333333333333334,300.0,42.50000000000001,-40.98360655737705,28.57142857142858,21.666666666666657,11.538461538461542,4.4515554097643655
金桔咀 (佛山),佛山,2021-12,冬季,3,49,39,0.7,700.0,70,29,0.15384615384615385,0.8461538461538463,0.059701492537313494,0.5714285714285714,0.9491525423728813,0.7333333333333334,-75.0,-14.035087719298245,8.333333333333325,-22.22222222222222,-4.109589041095896,0.0,3.3136159396720997
南沙大稳 (广州),广州,2021-01,冬季,9,31,50,0.6,600.0,41,23,0.6153846153846154,0.5,0.22388059701492535,0.42857142857142855,0.4576271186440678,0.5333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,2.7587970929483703
南沙科大 (广州) ,广州,2021-01,冬季,7,25,51,0.4,400.0,36,24,0.4615384615384616,0.38461538461538464,0.23880597014925375,0.14285714285714285,0.3728813559322034,0.5666666666666667,-22.22222222222222,-19.354838709677423,2.0000000000000018,-33.333333333333336,-12.195121951219512,4.347826086956519,2.167364981759113
天湖 (广州) ,广州,2021-01,冬季,5,7,70,0.4,400.0,34,20,0.3076923076923077,0.03846153846153848,0.5223880597014925,0.14285714285714285,0.3389830508474576,0.4333333333333333,-28.57142857142857,-72.0,37.254901960784316,0.0,-5.555555555555558,-16.666666666666664,1.7837154328932725
竹洞 (广州),广州,2021-01,冬季,5,15,48,0.9,900.0,41,28,0.3076923076923077,0.19230769230769235,0.19402985074626866,0.8571428571428572,0.4576271186440678,0.7,0.0,114.28571428571428,-31.428571428571427,125.0,20.58823529411764,39.99999999999999,2.708799826533194
麓湖 (广州),广州,2021-01,冬季,4,24,47,0.6,600.0,42,28,0.23076923076923078,0.3653846153846154,0.17910447761194037,0.42857142857142855,0.47457627118644063,0.7,-19.999999999999996,60.00000000000001,-2.083333333333337,-33.333333333333336,2.4390243902439046,0.0,2.378406023523656
南沙大稳 (广州),广州,2021-02,冬季,6,41,55,0.9,900.0,46,22,0.38461538461538464,0.6923076923076924,0.29850746268656725,0.8571428571428572,0.5423728813559322,0.49999999999999994,50.0,70.83333333333333,17.021276595744684,50.0,9.523809523809534,-21.42857142857143,3.2749462781084335
南沙科大 (广州) ,广州,2021-02,冬季,7,36,64,0.6,600.0,38,23,0.4615384615384616,0.5961538461538461,0.4328358208955224,0.42857142857142855,0.40677966101694907,0.5333333333333332,16.666666666666675,-12.195121951219512,16.36363636363636,-33.333333333333336,-17.391304347826086,4.545454545454541,2.859212551509541
天湖 (广州) ,广州,2021-02,冬季,5,13,79,0.8,800.0,33,23,0.3076923076923077,0.15384615384615385,0.6567164179104479,0.7142857142857142,0.32203389830508466,0.5333333333333332,-28.57142857142857,-63.888888888888886,23.4375,33.33333333333333,-13.157894736842103,0.0,2.6879078253730415
竹洞 (广州),广州,2021-02,冬季,6,28,52,0.7,700.0,53,34,0.38461538461538464,0.4423076923076924,0.25373134328358216,0.5714285714285714,0.6610169491525424,0.8999999999999999,19.999999999999996,115.38461538461537,-34.17721518987342,-12.5,60.606060606060595,47.82608695652173,3.213099940787773
麓湖 (广州),广州,2021-02,冬季,5,41,52,0.8,800.0,51,30,0.3076923076923077,0.6923076923076924,0.25373134328358216,0.7142857142857142,0.6271186440677966,0.7666666666666666,-16.666666666666664,46.428571428571416,0.0,14.28571428571428,-3.7735849056603765,-11.764705882352944,3.3618023683037594
南沙大稳 (广州),广州,2021-03,春季,4,45,56,0.5,500.0,51,25,0.23076923076923078,0.7692307692307693,0.31343283582089554,0.28571428571428575,0.6271186440677966,0.6000000000000001,-19.999999999999996,9.756097560975618,7.692307692307687,-37.5,0.0,-16.666666666666664,2.826265765602978
南沙科大 (广州) ,广州,2021-03,春季,4,30,68,0.5,500.0,42,23,0.23076923076923078,0.48076923076923084,0.4925373134328359,0.28571428571428575,0.47457627118644063,0.5333333333333332,0.0,-33.333333333333336,21.42857142857142,0.0,-17.647058823529417,-7.9999999999999964,2.4976996652053574
天湖 (广州) ,广州,2021-03,春季,6,16,92,0.5,500.0,45,23,0.38461538461538464,0.21153846153846156,0.8507462686567164,0.28571428571428575,0.5254237288135593,0.5333333333333332,50.0,-46.666666666666664,35.29411764705883,0.0,7.14285714285714,0.0,2.7913714626717407
竹洞 (广州),广州,2021-03,春季,6,34,63,0.7,700.0,67,37,0.38461538461538464,0.5576923076923077,0.417910447761194,0.5714285714285714,0.8983050847457628,1.0,0.0,112.5,-31.521739130434778,39.99999999999999,48.88888888888889,60.86956521739131,3.8299517962432206
麓湖 (广州),广州,2021-03,春季,5,41,61,0.7,700.0,55,29,0.3076923076923077,0.6923076923076924,0.3880597014925373,0.5714285714285714,0.6949152542372881,0.7333333333333334,-16.666666666666664,20.58823529411764,-3.1746031746031744,0.0,-17.910447761194025,-21.62162162162162,3.38773686049173
南沙大稳 (广州),广州,2021-04,春季,3,35,54,0.7,700.0,37,17,0.15384615384615385,0.576923076923077,0.28358208955223885,0.5714285714285714,0.38983050847457623,0.3333333333333333,-40.0,-14.634146341463417,-11.475409836065575,0.0,-32.72727272727273,-41.379310344827594,2.308943733557951
南沙科大 (广州) ,广州,2021-04,春季,2,32,65,0.6,600.0,35,20,0.07692307692307693,0.5192307692307693,0.4477611940298508,0.42857142857142855,0.35593220338983045,0.4333333333333333,-33.333333333333336,-8.571428571428575,20.370370370370374,-14.28571428571429,-5.405405405405405,17.647058823529417,2.2617520054782894
天湖 (广州) ,广州,2021-04,春季,4,11,81,0.6,600.0,33,17,0.23076923076923078,0.1153846153846154,0.6865671641791045,0.42857142857142855,0.32203389830508466,0.3333333333333333,100.0,-65.625,24.615384615384617,0.0,-5.714285714285716,-15.000000000000002,2.1166596705427976
竹洞 (广州),广州,2021-04,春季,4,28,54,0.5,500.0,51,32,0.23076923076923078,0.4423076923076924,0.28358208955223885,0.28571428571428575,0.6271186440677966,0.8333333333333333,0.0,154.54545454545453,-33.333333333333336,-16.666666666666664,54.54545454545454,88.23529411764706,2.702825275744577
