城市,PM10,PM2.5,AQI达标率,时间,季节,AQI达标率(小数),PM10环比变化率(%),PM2.5环比变化率(%),AQI达标率环比变化率(%),污染等级
东莞市,81,42,0.71,2021-01,冬季,0.71,0.0,0.0,0.0,一般
东莞市,41,25,0.679,2021-02,冬季,0.679,-49.382716049382715,-40.476190476190474,-4.366197183098574,较差
东莞市,50,25,0.903,2021-03,春季,0.903,21.95121951219512,0.0,32.98969072164948,良好
东莞市,51,24,0.733,2021-04,春季,0.733,2.0000000000000018,-4.0000000000000036,-18.826135105204877,一般
东莞市,26,13,0.935,2021-05,春季,0.935,-49.01960784313726,-45.833333333333336,27.557980900409284,良好
东莞市,27,13,0.9,2021-06,夏季,0.9,3.8461538461538547,0.0,-3.7433155080213942,良好
东莞市,28,14,0.871,2021-07,夏季,0.871,3.703703703703698,7.692307692307687,-3.2222222222222263,良好
东莞市,26,14,0.968,2021-08,夏季,0.968,-7.14285714285714,0.0,11.136624569460384,优秀
东莞市,36,20,0.7,2021-09,秋季,0.7,38.46153846153846,42.85714285714286,-27.685950413223146,一般
东莞市,33,19,0.968,2021-10,秋季,0.968,-8.333333333333337,-5.000000000000004,38.2857142857143,优秀
东莞市,47,25,0.967,2021-11,秋季,0.967,42.42424242424243,31.578947368421062,-0.10330578512396382,优秀
东莞市,51,29,1.0,2021-12,冬季,1.0,8.51063829787233,15.999999999999993,3.412616339193386,优秀
中山市,72,42,0.806,2021-01,冬季,0.806,0.0,0.0,0.0,一般
中山市,35,22,0.929,2021-02,冬季,0.929,-51.388888888888886,-47.61904761904761,15.2605459057072,良好
中山市,47,22,0.968,2021-03,春季,0.968,34.28571428571428,0.0,4.1980624327233595,优秀
中山市,42,19,0.9,2021-04,春季,0.9,-10.63829787234043,-13.636363636363635,-7.024793388429751,良好
中山市,23,11,0.935,2021-05,春季,0.935,-45.238095238095234,-42.10526315789473,3.8888888888888973,良好
中山市,24,11,0.933,2021-06,夏季,0.933,4.347826086956519,0.0,-0.21390374331551332,良好
中山市,24,11,0.839,2021-07,夏季,0.839,0.0,0.0,-10.075026795284037,一般
中山市,22,10,1.0,2021-08,夏季,1.0,-8.333333333333337,-9.090909090909093,19.189511323003572,优秀
中山市,30,15,0.767,2021-09,秋季,0.767,36.36363636363635,50.0,-23.299999999999997,一般
中山市,36,19,0.903,2021-10,秋季,0.903,19.999999999999996,26.66666666666666,17.731421121251635,良好
中山市,55,27,0.967,2021-11,秋季,0.967,52.77777777777777,42.10526315789473,7.087486157253586,优秀
中山市,64,35,0.839,2021-12,冬季,0.839,16.36363636363636,29.629629629629626,-13.23681489141675,一般
佛山市,89,48,0.774,2021-01,冬季,0.774,0.0,0.0,0.0,一般
佛山市,43,26,0.786,2021-02,冬季,0.786,-51.685393258426956,-45.833333333333336,1.5503875968992276,一般
佛山市,62,30,0.968,2021-03,春季,0.968,44.18604651162789,15.384615384615374,23.15521628498727,优秀
佛山市,49,24,0.8,2021-04,春季,0.8,-20.967741935483875,-19.999999999999996,-17.355371900826444,一般
佛山市,29,13,0.968,2021-05,春季,0.968,-40.816326530612244,-45.833333333333336,20.999999999999996,优秀
佛山市,30,14,0.9,2021-06,夏季,0.9,3.4482758620689724,7.692307692307687,-7.024793388429751,良好
佛山市,29,14,0.839,2021-07,夏季,0.839,-3.3333333333333326,0.0,-6.777777777777782,一般
佛山市,28,14,0.935,2021-08,夏季,0.935,-3.4482758620689613,0.0,11.442193087008356,良好
佛山市,40,21,0.533,2021-09,秋季,0.533,42.85714285714286,50.0,-42.99465240641711,较差
佛山市,37,20,0.839,2021-10,秋季,0.839,-7.499999999999996,-4.761904761904767,57.41088180112568,一般
佛山市,51,24,0.967,2021-11,秋季,0.967,37.83783783783783,19.999999999999996,15.256257449344467,优秀
佛山市,62,33,0.935,2021-12,冬季,0.935,21.568627450980383,37.5,-3.3092037228541815,良好
广州市,87,45,0.806,2021-01,冬季,0.806,0.0,0.0,0.0,一般
广州市,47,28,0.821,2021-02,冬季,0.821,-45.97701149425287,-37.77777777777778,1.8610421836228186,一般
广州市,60,29,0.968,2021-03,春季,0.968,27.65957446808511,3.571428571428581,17.90499390986602,优秀
广州市,52,25,0.767,2021-04,春季,0.767,-13.33333333333333,-13.793103448275868,-20.76446280991735,一般
广州市,35,16,0.935,2021-05,春季,0.935,-32.692307692307686,-36.0,21.903520208604952,良好
广州市,30,15,0.9,2021-06,夏季,0.9,-14.28571428571429,-6.25,-3.7433155080213942,良好
广州市,33,16,0.774,2021-07,夏季,0.774,10.000000000000009,6.666666666666665,-14.000000000000002,一般
广州市,31,15,0.968,2021-08,夏季,0.968,-6.060606060606055,-6.25,25.06459948320412,优秀
广州市,40,22,0.7,2021-09,秋季,0.7,29.032258064516125,46.66666666666666,-27.685950413223146,一般
广州市,36,20,0.968,2021-10,秋季,0.968,-9.999999999999998,-9.090909090909093,38.2857142857143,优秀
广州市,51,25,1.0,2021-11,秋季,1.0,41.66666666666667,25.0,3.3057851239669533,优秀
广州市,57,31,1.0,2021-12,冬季,1.0,11.764705882352944,24.0,0.0,优秀
惠州市,71,36,0.935,2021-01,冬季,0.935,0.0,0.0,0.0,良好
惠州市,38,23,1.0,2021-02,冬季,1.0,-46.47887323943662,-36.111111111111114,6.951871657753994,优秀
惠州市,48,23,0.968,2021-03,春季,0.968,26.315789473684205,0.0,-3.200000000000003,优秀
惠州市,49,21,0.833,2021-04,春季,0.833,2.083333333333326,-8.695652173913048,-13.946280991735538,一般
惠州市,29,12,0.935,2021-05,春季,0.935,-40.816326530612244,-42.85714285714286,12.244897959183687,良好
惠州市,26,10,0.967,2021-06,夏季,0.967,-10.344827586206895,-16.666666666666664,3.4224598930481243,优秀
惠州市,27,12,0.903,2021-07,夏季,0.903,3.8461538461538547,19.999999999999996,-6.618407445708375,良好
惠州市,28,11,0.968,2021-08,夏季,0.968,3.703703703703698,-8.333333333333337,7.198228128460671,优秀
惠州市,36,16,0.833,2021-09,秋季,0.833,28.57142857142858,45.45454545454546,-13.946280991735538,一般
惠州市,33,17,1.0,2021-10,秋季,1.0,-8.333333333333337,6.25,20.048019207683087,优秀
惠州市,48,23,1.0,2021-11,秋季,1.0,45.45454545454546,35.29411764705883,0.0,优秀
惠州市,48,26,1.0,2021-12,冬季,1.0,0.0,13.043478260869556,0.0,优秀
江门市,86,45,0.774,2021-01,冬季,0.774,0.0,0.0,0.0,一般
江门市,42,23,0.857,2021-02,冬季,0.857,-51.162790697674424,-48.88888888888889,10.72351421188631,良好
江门市,59,28,0.935,2021-03,春季,0.935,40.47619047619047,21.739130434782616,9.101516919486595,良好
江门市,48,22,0.9,2021-04,春季,0.9,-18.644067796610166,-21.42857142857143,-3.7433155080213942,良好
江门市,28,13,0.935,2021-05,春季,0.935,-41.666666666666664,-40.90909090909091,3.8888888888888973,良好
江门市,29,14,0.867,2021-06,夏季,0.867,3.571428571428581,7.692307692307687,-7.272727272727275,良好
江门市,28,14,0.839,2021-07,夏季,0.839,-3.4482758620689613,0.0,-3.2295271049596286,一般
江门市,26,12,1.0,2021-08,夏季,1.0,-7.14285714285714,-14.28571428571429,19.189511323003572,优秀
江门市,35,17,0.7,2021-09,秋季,0.7,34.61538461538463,41.66666666666667,-30.000000000000004,一般
江门市,40,21,0.806,2021-10,秋季,0.806,14.28571428571428,23.529411764705888,15.142857142857146,一般
江门市,57,27,1.0,2021-11,秋季,1.0,42.50000000000001,28.57142857142858,24.06947890818858,优秀
江门市,68,36,0.871,2021-12,冬季,0.871,19.298245614035082,33.33333333333333,-12.9,良好
深圳市,72,36,0.968,2021-01,冬季,0.968,0.0,0.0,0.0,优秀
深圳市,34,20,1.0,2021-02,冬季,1.0,-52.77777777777778,-44.44444444444444,3.3057851239669533,优秀
深圳市,41,19,1.0,2021-03,春季,1.0,20.58823529411764,-5.000000000000004,0.0,优秀
深圳市,42,19,1.0,2021-04,春季,1.0,2.4390243902439046,0.0,0.0,优秀
深圳市,22,10,0.968,2021-05,春季,0.968,-47.61904761904761,-47.36842105263158,-3.200000000000003,优秀
深圳市,24,10,0.933,2021-06,夏季,0.933,9.090909090909083,0.0,-3.6157024793388337,良好
深圳市,22,10,0.903,2021-07,夏季,0.903,-8.333333333333337,0.0,-3.2154340836012874,良好
深圳市,23,11,1.0,2021-08,夏季,1.0,4.545454545454541,10.000000000000009,10.741971207087486,优秀
深圳市,29,16,0.767,2021-09,秋季,0.767,26.086956521739136,45.45454545454546,-23.299999999999997,一般
深圳市,32,16,1.0,2021-10,秋季,1.0,10.344827586206895,0.0,30.378096479791395,优秀
深圳市,49,24,1.0,2021-11,秋季,1.0,53.125,50.0,0.0,优秀
深圳市,52,27,1.0,2021-12,冬季,1.0,6.1224489795918435,12.5,0.0,优秀
珠海市,78,39,0.968,2021-01,冬季,0.968,0.0,0.0,0.0,优秀
珠海市,39,22,0.964,2021-02,冬季,0.964,-50.0,-43.58974358974359,-0.4132231404958664,优秀
珠海市,45,23,1.0,2021-03,春季,1.0,15.384615384615374,4.545454545454541,3.734439834024905,优秀
珠海市,40,19,1.0,2021-04,春季,1.0,-11.111111111111116,-17.391304347826086,0.0,优秀
珠海市,20,11,0.935,2021-05,春季,0.935,-50.0,-42.10526315789473,-6.499999999999995,良好
珠海市,21,12,0.933,2021-06,夏季,0.933,5.000000000000004,9.090909090909083,-0.21390374331551332,良好
珠海市,16,11,0.935,2021-07,夏季,0.935,-23.809523809523814,-8.333333333333337,0.2143622722400762,良好
珠海市,16,10,1.0,2021-08,夏季,1.0,0.0,-9.090909090909093,6.951871657753994,优秀
珠海市,21,13,0.933,2021-09,秋季,0.933,31.25,30.000000000000004,-6.699999999999995,良好
珠海市,32,18,0.968,2021-10,秋季,0.968,52.38095238095237,38.46153846153846,3.7513397642015,优秀
珠海市,53,25,0.9,2021-11,秋季,0.9,65.625,38.888888888888886,-7.024793388429751,良好
珠海市,61,32,0.871,2021-12,冬季,0.871,15.094339622641506,28.000000000000004,-3.2222222222222263,良好
肇庆市,63,39,0.871,2021-01,冬季,0.871,0.0,0.0,0.0,良好
肇庆市,37,25,0.964,2021-02,冬季,0.964,-41.269841269841265,-35.89743589743589,10.677382319173368,优秀
肇庆市,52,27,1.0,2021-03,春季,1.0,40.54054054054055,8.000000000000007,3.734439834024905,优秀
肇庆市,41,23,0.933,2021-04,春季,0.933,-21.153846153846157,-14.814814814814813,-6.699999999999995,良好
肇庆市,27,15,1.0,2021-05,春季,1.0,-34.14634146341463,-34.78260869565217,7.181136120042875,优秀
肇庆市,29,16,0.933,2021-06,夏季,0.933,7.407407407407418,6.666666666666665,-6.699999999999995,良好
肇庆市,29,16,0.935,2021-07,夏季,0.935,0.0,0.0,0.2143622722400762,良好
肇庆市,26,15,0.903,2021-08,夏季,0.903,-10.344827586206895,-6.25,-3.4224598930481354,良好
肇庆市,34,21,0.833,2021-09,秋季,0.833,30.76923076923077,39.99999999999999,-7.751937984496127,一般
肇庆市,31,19,0.871,2021-10,秋季,0.871,-8.823529411764708,-9.523809523809524,4.56182472989195,良好
肇庆市,39,22,1.0,2021-11,秋季,1.0,25.806451612903224,15.789473684210531,14.810562571756591,优秀
肇庆市,43,28,1.0,2021-12,冬季,1.0,10.256410256410264,27.27272727272727,0.0,优秀
